# Results for 200 trials
# n   time (msec)
# ---------------
5  0
10  1
15  0
20  0
25  1
30  1
35  1
40  2
45  1
50  0
55  1
60  1
65  0
70  0
75  0
80  0
85  0
90  0
95  0
100  1
105  1
110  1
115  0
120  1
125  1
130  1
135  2
140  2
145  2
150  3
155  1
160  1
165  1
170  1
175  1
180  1
185  3
190  2
195  2
200  1
205  1
210  2
215  2
220  1
225  1
230  2
235  1
240  2
245  2
250  1
255  2
260  2
265  1
270  3
275  2
280  2
285  2
290  2
295  2
300  2
