# Results for 200 trials
# n   time (msec)
# ---------------
5  1
10  0
15  1
20  0
25  1
30  1
35  1
40  1
45  2
50  1
55  0
60  0
65  0
70  0
75  0
80  1
85  1
90  1
95  1
100  0
105  1
110  1
115  1
120  1
125  1
130  1
135  1
140  1
145  1
150  1
155  1
160  2
165  2
170  2
175  2
180  2
185  3
190  2
195  2
200  3
205  3
210  3
215  3
220  3
225  3
230  4
235  4
240  4
245  4
250  4
255  5
260  5
265  6
270  5
275  6
280  6
285  5
290  6
295  6
300  7
